CUSTOMER_ID,HIGHEST_SPENT,PRODUCT_ID,INSURANCE_NAME,PROCESSING_FEES,COVERAGE_LIMIT,ANNUAL_FEE,ELIGIBLE_LIMIT
PNC7e0bc2a3-49f8-4902-9010-8404429a1,Health care,6,Figma Preventive Care,0,10000,450,0
PNC02b3f1c2-0d23-4607-a265-d1cc36b63,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNC9d345c22-ecdd-4f88-9fbf-ff0c8b552,Health care,5,Family Care Insurance,0,50000,2400,21
PNC7f471b1a-7578-4672-8e15-8525deb6c,Health care,4,Criti Care Insurance,0,30000,600,18
PNC040f8bc4-5daf-4c1f-b35e-bb3d0d24d,Health care,4,Criti Care Insurance,0,30000,600,18
PNCf9c6be9a-97cd-4105-a29a-3773e9922,Health care,5,Family Care Insurance,0,50000,2400,21
PNC54387f24-eef6-4c92-8dde-90c5b6efd,Health care,4,Criti Care Insurance,0,30000,600,18
PNCbb5980fe-806c-44b7-b54a-fc183efda,Health care,4,Criti Care Insurance,0,30000,600,18
PNCcadb9921-af93-4904-8b71-51026f7de,Groceries,7,Sigma HealthCare,0,5000,100,18
PNCdb55c105-54f5-4ffe-a854-90b718716,Groceries,7,Sigma HealthCare,0,5000,100,18
PNC40394ee6-9a31-4115-b248-d7f737500,Groceries,7,Sigma HealthCare,0,5000,100,18
PNCe52b21e5-3f29-47b4-9777-5e85fccfd,Health care,4,Criti Care Insurance,0,30000,600,18
PNC18494ad8-14b3-4306-9e29-b3db7981f,Dinning,7,Sigma HealthCare,0,5000,100,18
PNC835ae5d6-cae4-4b1a-b776-137ec566c,Health care,6,Figma Preventive Care,0,10000,450,0
PNC656bf330-b7a5-4287-bb62-39a8ec410,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
PNC107ff8eb-803b-4bee-97dc-eb2c8224b,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
PNCf0bba020-07cc-4b85-b6fb-798b25296,Health care,6,Figma Preventive Care,0,10000,450,0
PNC8799b15c-4322-45d8-919a-d0befbcfe,Groceries,7,Sigma HealthCare,0,5000,100,18
PNC5376c69c-d22e-487a-9ce5-fd4076cdc,Groceries,7,Sigma HealthCare,0,5000,100,18
PNCe121354c-be3d-4ca9-8a02-248dd3fd5,Groceries,7,Sigma HealthCare,0,5000,100,18
PNC4490b7b8-d180-4011-9ae1-8509d72d2,Groceries,7,Sigma HealthCare,0,5000,100,18
PNC48c74631-892e-4ef9-beaf-0abb01116,Health care,4,Criti Care Insurance,0,30000,600,18
PNCcac081b7-4b7b-4184-b452-542ca256a,Health care,6,Figma Preventive Care,0,10000,450,0
PNC506813c9-fd6f-4640-94d3-1123452a8,Health care,4,Criti Care Insurance,0,30000,600,18
PNC031a2a4f-23e4-43cc-a612-38c5bfc77,Fuel,7,Sigma HealthCare,0,5000,100,18
PNC5147976b-2d73-465c-bc4e-d137dc6d4,Dinning,7,Sigma HealthCare,0,5000,100,18
PNC8eb43b94-f695-49f2-9094-374059319,Fuel,7,Sigma HealthCare,0,5000,100,18
PNCac972f34-fe69-4a50-b15b-b05f2f795,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNC932cb64d-ea53-44ff-8814-23b111391,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNC02218d8a-97bd-48d4-9bb7-9175e15b3,Health care,6,Figma Preventive Care,0,10000,450,0
PNC16995629-2640-4e7f-a2d7-56921f4b6,Health care,5,Family Care Insurance,0,50000,2400,21
PNCce080b36-42bc-4c37-b493-bd09fdd22,Health care,4,Criti Care Insurance,0,30000,600,18
PNCd1f46af6-039a-4722-bb39-34d2917c1,Health care,5,Family Care Insurance,0,50000,2400,21
PNC6396f642-3ec4-4c45-946b-ae96ab2de,Groceries,7,Sigma HealthCare,0,5000,100,18
PNC8d6b76c8-bea7-475a-b21a-8efe1640a,Groceries,7,Sigma HealthCare,0,5000,100,18
PNC9eadd85e-2838-46a9-aa38-a5c2f8a6e,Groceries,7,Sigma HealthCare,0,5000,100,18
PNCc130e7cb-555d-456a-a91d-ef0e2aa9d,Groceries,7,Sigma HealthCare,0,5000,100,18
PNCf03c9a9c-275d-4506-a386-8f247f291,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNCc9413924-c7ca-4e94-bfc2-2b1a93f29,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNC169ec37e-e172-4681-af00-32e882952,Health care,4,Criti Care Insurance,0,30000,600,18
PNC034c2ad8-ec0b-4373-a7e3-223d74e0d,Dinning,7,Sigma HealthCare,0,5000,100,18
PNC3a78de80-470e-4330-9306-42161b709,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNC1e3db7f4-a2a9-405d-904f-f6d807454,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNC919d2d65-89e9-4fc8-8581-39c28532a,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNC91cc55fe-5db2-4948-84bf-f4116fd17,Health care,6,Figma Preventive Care,0,10000,450,0
PNCdb94d21c-32c1-41d7-9fd7-cce844eb3,Health care,5,Family Care Insurance,0,50000,2400,21
PNCd7acfc1e-caed-4726-a051-1ef2068b7,Health care,6,Figma Preventive Care,0,10000,450,0
PNCad1bab0b-1e49-416b-b0d0-4aa5669e1,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNC346843b9-1763-4635-a1a7-b6664b2f4,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNC2896ae22-8177-45af-a8a3-e8f863ea4,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNC91be03be-95e4-4e79-a115-138d93cfe,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNC7d3c9dfc-7ac5-4aa0-a202-48c080d75,Health care,4,Criti Care Insurance,0,30000,600,18
PNC0437a7ab-e65f-434d-b03a-3a0c2f2cd,Health care,4,Criti Care Insurance,0,30000,600,18
PNC2a041b87-c5a5-4efb-9881-6916dbd18,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNCedf917b6-1a9c-49d6-8aa2-a1d98d2a0,Health care,6,Figma Preventive Care,0,10000,450,0
PNCa213d863-d9d9-4d6d-a1be-988acfb45,Health care,6,Figma Preventive Care,0,10000,450,0
PNC5b6e6952-3dfe-4ca9-a000-e8eb44f61,Health care,4,Criti Care Insurance,0,30000,600,18
PNC1aa27465-d23f-4ee6-9fca-dfbf9059c,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNCb88dec44-6714-429e-8ea4-187686c22,Health care,5,Family Care Insurance,0,50000,2400,21
PNCeddb7b2e-1f46-4812-985a-ed29ef100,Health care,5,Family Care Insurance,0,50000,2400,21
PNC200faa42-4268-40b6-a1e2-fc1f04364,Health care,6,Figma Preventive Care,0,10000,450,0
PNC164f3365-24ad-4e3c-b4d5-23b9b71ab,Groceries,7,Sigma HealthCare,0,5000,100,18
PNC4fa3fe8f-0d60-46e7-9a92-f127335ef,Health care,4,Criti Care Insurance,0,30000,600,18
PNCf8bc1968-d040-4a94-aff2-c9ae654d8,Health care,5,Family Care Insurance,0,50000,2400,21
PNC0815fe09-db91-49e1-9460-4d2a90c3f,Health care,6,Figma Preventive Care,0,10000,450,0
PNCcfdfcd9b-1466-4f2d-8024-3bb8a6d4c,Health care,4,Criti Care Insurance,0,30000,600,18
PNC519c47d0-ded9-49f9-86f5-d522b0f02,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
PNCe69b00d2-7e08-42d4-b4dd-5d2fe5ec6,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
PNC9a346a73-3a5e-4f0a-9874-f0a703c49,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNCed2dd014-e211-48b4-b7c4-1a8b963af,Health care,6,Figma Preventive Care,0,10000,450,0
PNC744565bc-b29b-4046-94d3-ec84b3878,Health care,4,Criti Care Insurance,0,30000,600,18
PNC04d80ce9-caec-4794-945c-a1ab9f762,Health care,4,Criti Care Insurance,0,30000,600,18
PNC0a2f006c-7b01-4b21-894d-50b605fd9,Health care,5,Family Care Insurance,0,50000,2400,21
PNCb531fe91-4598-48e0-b8bb-d2cc73121,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
PNC62b18d34-6cac-4782-86f0-f169f2435,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
PNC25551dab-e4a7-4bbc-a03d-975c68bb6,Health care,6,Figma Preventive Care,0,10000,450,0
PNCbab68b12-e45b-46fc-9733-c02fc5df7,Health care,5,Family Care Insurance,0,50000,2400,21
PNC9b8e7daf-7007-4b6d-be1f-bc262f8f0,Health care,6,Figma Preventive Care,0,10000,450,0
PNC1afa809d-54d9-4173-9881-566799335,Health care,4,Criti Care Insurance,0,30000,600,18
PNC419188d5-94f1-4902-b3d4-5a69b1ecc,Health care,5,Family Care Insurance,0,50000,2400,21
PNC930e1c0e-75f9-4d7a-95c8-d5e1b8212,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNC4cc3774f-7297-410f-9b03-9f812ab8c,Health care,6,Figma Preventive Care,0,10000,450,0
PNC4f7dce7a-4c84-44e1-9fa1-ce753c7e4,Health care,6,Figma Preventive Care,0,10000,450,0
PNC8654f178-9fd3-42ef-a5f4-7d2a03a45,Health care,5,Family Care Insurance,0,50000,2400,21
PNCb0ca1f21-ee17-4e07-9d75-3f742dfa0,Health care,5,Family Care Insurance,0,50000,2400,21
PNC7114647b-5d2d-4e7e-857c-5c4162616,Health care,6,Figma Preventive Care,0,10000,450,0
PNC90b32a74-7344-4e72-88ec-53a3bba16,Groceries,7,Sigma HealthCare,0,5000,100,18
PNCce3960eb-fc73-420e-86d1-605f339fb,Fuel,7,Sigma HealthCare,0,5000,100,18
PNCc0fff334-cea5-43dc-bba3-a3768faee,Groceries,7,Sigma HealthCare,0,5000,100,18
PNC623a17ba-2f7f-4df4-9bef-3206225c5,Fuel,7,Sigma HealthCare,0,5000,100,18
PNCb8024340-bf5b-47f1-9c8a-08256bad7,Health care,6,Figma Preventive Care,0,10000,450,0
PNCa5af6e11-3d35-43d8-a7e7-a9ae755a7,Luxury Shopping,7,Sigma HealthCare,0,5000,100,18
PNCda5e9bce-be7f-4628-9057-103a6e2d7,Health care,6,Figma Preventive Care,0,10000,450,0
PNC5c332213-d07b-428f-b330-1d518168d,Health care,4,Criti Care Insurance,0,30000,600,18
PNC914453d7-8231-425a-bfec-538c71902,Groceries,7,Sigma HealthCare,0,5000,100,18
PNCb69177f5-22ac-4c81-a7fc-444cc0f25,Health care,6,Figma Preventive Care,0,10000,450,0
PNC909d5fb3-91c5-433c-8148-13cd1e48a,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
PNC4d5501f5-d4d2-46e4-a0e5-4f9371e4c,Dinning,7,Sigma HealthCare,0,5000,100,18
PNC14bd700d-be12-4d50-a654-42428e192,Groceries,7,Sigma HealthCare,0,5000,100,18
PNC84a61082-b7c5-4af4-941c-fee07f847,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
PNC22537a95-bea6-4170-aa93-29f27214d,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
PNC73fefcd9-5efb-4c9c-8f4b-3a3aa9ad2,Health care,5,Family Care Insurance,0,50000,2400,21
PNC39ef135f-570b-4847-b42b-4ab2270c8,Health care,4,Criti Care Insurance,0,30000,600,18
PNC40c112a2-fdc9-403d-b34a-ce1e01ac2,Health care,5,Family Care Insurance,0,50000,2400,21
PNC5dbd0bbb-b21e-489b-a1d6-deb5a4383,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNC0e82dfc5-8df8-461c-a81f-3d4259983,Health care,4,Criti Care Insurance,0,30000,600,18
PNC1dfa4d79-5092-4a1b-8c5b-0a505a539,Health care,4,Criti Care Insurance,0,30000,600,18
PNCc0b7f1e2-5a3c-4373-95f1-5221dbc74,Health care,4,Criti Care Insurance,0,30000,600,18
PNC123fd965-6700-4698-a7e9-93f48e11f,Health care,6,Figma Preventive Care,0,10000,450,0
PNC505a7a82-f5c4-4cb5-8a1a-63d1504ef,Health care,5,Family Care Insurance,0,50000,2400,21
PNCf427dbad-7dff-4fdb-99a5-5e7bbd0d5,Health care,6,Figma Preventive Care,0,10000,450,0
PNCf41adc94-b831-4c1b-846e-48b92533f,Health care,4,Criti Care Insurance,0,30000,600,18
PNCc6432d16-d958-4d56-a00d-19317eb5c,Health care,6,Figma Preventive Care,0,10000,450,0
PNCc4ed47d1-7318-42b8-867e-e050888ff,Health care,5,Family Care Insurance,0,50000,2400,21
PNC4e3a8c6a-b1ef-477d-bdcc-8bdf707d9,Health care,4,Criti Care Insurance,0,30000,600,18
PNC429d394e-3c57-4d09-b5c9-d56706059,Health care,5,Family Care Insurance,0,50000,2400,21
PNCf467c3ce-b5f5-4fd4-9641-d0903c560,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNCf5f01ed3-3f95-4ee7-b254-255045d8d,Health care,6,Figma Preventive Care,0,10000,450,0
PNC00d8a65f-e7e5-4de1-82f0-05eca5b90,Health care,6,Figma Preventive Care,0,10000,450,0
PNCac075664-e7c2-4f65-8bb2-18acb52e2,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNC0f72fab5-3217-4d25-8ba8-0613bf447,Fuel,7,Sigma HealthCare,0,5000,100,18
PNC79bd971c-38e2-46b3-a51f-e781e257d,Health care,4,Criti Care Insurance,0,30000,600,18
PNC569008bb-3ccb-408d-b813-f56f45700,Health care,4,Criti Care Insurance,0,30000,600,18
PNC5062ea4b-9b5d-4cbb-bd35-d72ab9123,Fuel,7,Sigma HealthCare,0,5000,100,18
PNC04c25828-be04-4be0-8c2d-0aa6a456f,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNCe0456594-3efd-4feb-a4db-27f864538,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNC3023c3f9-885d-4400-a601-ea59ae28d,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNCa660a51b-80ab-4ee2-b43b-4a6e0e62f,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNCd6716274-07d9-4a29-ace1-78f20a9e8,Health care,5,Family Care Insurance,0,50000,2400,21
PNC2dc1ab58-2c20-4437-8fb6-e49079923,Health care,5,Family Care Insurance,0,50000,2400,21
PNC13a4817e-985d-4d83-86c2-e0c4f1354,Health care,5,Family Care Insurance,0,50000,2400,21
PNC13d26b41-ef7f-4989-a12b-ab33f76f6,Health care,5,Family Care Insurance,0,50000,2400,21
PNC5d05fd86-4043-4ff4-a58d-25610b29d,Health care,5,Family Care Insurance,0,50000,2400,21
PNC533e82dd-8bf9-49ca-9672-5ebb814da,Entertainment,7,Sigma HealthCare,0,5000,100,18
PNC71f23b70-75dc-4730-8c6a-a6e7ca423,Health care,4,Criti Care Insurance,0,30000,600,18
PNCeacffb72-555e-480f-aa32-7f7fffd22,Health care,6,Figma Preventive Care,0,10000,450,0
PNC2dbc3ec1-2e66-49c9-ab39-7b809dccd,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNC29cf183f-6893-409f-bd97-473a5dcad,Health care,6,Figma Preventive Care,0,10000,450,0
PNCac0ae34d-b5b7-4dff-83b5-5465c508f,Health care,4,Criti Care Insurance,0,30000,600,18
PNCf4fd8374-2ceb-4982-8175-ff2256844,Health care,6,Figma Preventive Care,0,10000,450,0
PNC4f39c4f1-01af-4237-9505-3f8e8fb52,Fuel,7,Sigma HealthCare,0,5000,100,18
PNC05b41577-742b-45d4-964a-302b7bf6c,Fuel,7,Sigma HealthCare,0,5000,100,18
PNCb920d1e8-be7c-48fa-ad98-555e6723e,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNC4eb996c7-982b-4eca-a892-1279d1ba4,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNC38b62a13-b549-4db6-a8a0-4680f26fc,Luxury Shopping,7,Sigma HealthCare,0,5000,100,18
PNC1a61d3b4-a586-4d17-b2d5-5701a2b94,Health care,6,Figma Preventive Care,0,10000,450,0
PNCdc007f11-2d77-4f61-b4d9-447162d3b,Health care,4,Criti Care Insurance,0,30000,600,18
PNC759191c6-bf20-48d1-b2c6-5c4a2fc38,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNCa9a9b61e-8eba-4792-be34-dbd683351,Health care,5,Family Care Insurance,0,50000,2400,21
PNCc4999f42-b3d8-4cc7-91cb-9978fb9bc,Groceries,7,Sigma HealthCare,0,5000,100,18
PNC7d3a94d6-0fff-4d9f-9d6d-f33b84dfa,Health care,4,Criti Care Insurance,0,30000,600,18
PNC99230c48-ee1f-460b-95e6-0bda35a45,Health care,5,Family Care Insurance,0,50000,2400,21
PNC4f37ab64-de99-4947-8890-601e0df4a,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
PNC0c24a500-4d63-4055-be06-43e91586b,Health care,6,Figma Preventive Care,0,10000,450,0
PNC6a0304a7-4d11-43b2-aacf-d6fb178d8,Health care,5,Family Care Insurance,0,50000,2400,21
PNC1cade9fa-7343-4c14-9bd2-a10a0be6e,Health care,4,Criti Care Insurance,0,30000,600,18
PNC22eeab74-b76c-40f2-9cb9-05926f368,Dinning,7,Sigma HealthCare,0,5000,100,18
PNCa28dc15e-dc29-4cac-ab36-30f04b2eb,Health care,5,Family Care Insurance,0,50000,2400,21
PNC865fb129-42b1-471b-9bc2-c8daf9a35,Groceries,7,Sigma HealthCare,0,5000,100,18
PNC11eb673d-b531-4ef6-b38a-48aefe1b8,Health care,4,Criti Care Insurance,0,30000,600,18
PNC35c9ad94-37e7-474a-afa8-791e2952d,Health care,4,Criti Care Insurance,0,30000,600,18
PNCe5465bf4-bf49-457e-bfb1-9c8608e82,Health care,4,Criti Care Insurance,0,30000,600,18
PNC51875d38-5bd8-4fca-9bbf-ad04e11a6,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNC7ad64f74-051c-4b9d-9525-110209332,Health care,4,Criti Care Insurance,0,30000,600,18
PNC6f16a3b6-359c-4f23-881e-4a3df06df,Health care,4,Criti Care Insurance,0,30000,600,18
PNCfe11a176-14a5-479e-8102-c81a69aef,Health care,5,Family Care Insurance,0,50000,2400,21
PNC6bd35fe0-cd64-4113-94c9-f193b9b3a,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNC8e286257-685c-45da-b35b-e95f588b9,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNCd7eabe46-a8de-4a0b-b1f4-31342cbef,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNC46f511ed-74be-4854-b457-c53606d5f,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNC90492ece-cc93-42c0-85d6-b46b8e394,Health care,6,Figma Preventive Care,0,10000,450,0
PNC16444c88-dde7-4863-ae80-2c48e49de,Health care,6,Figma Preventive Care,0,10000,450,0
PNC6a27a4a5-1fb9-4f95-8c16-fff1d2e7b,Health care,6,Figma Preventive Care,0,10000,450,0
PNCc59678d3-261f-46a3-8fc0-f73aa6ed8,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNC874baf85-8bcb-4f92-b7a0-bd4fd0b94,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNCf76bc998-f13b-4c74-bf5e-d025e3af4,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNCa757b906-4dc3-48e6-9333-0735d9c30,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNC60a91ac2-027f-4d73-a23e-0a3d37582,Health care,6,Figma Preventive Care,0,10000,450,0
PNC0d608abc-3618-407a-8686-cf434ada2,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNC4ef32015-40a0-479c-be68-bf17aae00,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNCe9dba7d7-9a97-43cd-86de-d3e2edcf8,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNC739d1018-be44-4c19-88a7-9e8293292,Health care,6,Figma Preventive Care,0,10000,450,0
PNC36751ff8-a560-4279-bbc4-1c49e3331,Health care,4,Criti Care Insurance,0,30000,600,18
PNC4f4770ff-1f79-4788-939c-9af26c81b,Health care,4,Criti Care Insurance,0,30000,600,18
PNC2471ebc4-141b-4cb9-893e-432e49beb,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
PNCb4525a8a-085b-4d7c-84ac-5d5d86a3d,Health care,5,Family Care Insurance,0,50000,2400,21
PNC69539f58-4f6c-42b0-a83f-0c822a757,Health care,5,Family Care Insurance,0,50000,2400,21
PNCdd132e80-f0e5-4bb8-b5be-7623c7313,Health care,6,Figma Preventive Care,0,10000,450,0
PNC2d44303e-2519-4194-9f19-7c2ee9a2e,Health care,5,Family Care Insurance,0,50000,2400,21
PNCf39e03da-47e3-43f0-bf40-e6db6098a,Health care,5,Family Care Insurance,0,50000,2400,21
PNCf82d65cf-8b62-41f1-bf50-d4765389d,Health care,6,Figma Preventive Care,0,10000,450,0
PNCd76aa036-2d57-4d35-a98e-41c14079d,Health care,4,Criti Care Insurance,0,30000,600,18
PNCbce40206-89de-4f23-ae0b-25bf5844e,Health care,6,Figma Preventive Care,0,10000,450,0
PNC3878d240-d60d-4e54-a973-2da4eb66c,Health care,6,Figma Preventive Care,0,10000,450,0
PNC498fd772-06ca-4f06-a35a-757c74b3b,Fuel,7,Sigma HealthCare,0,5000,100,18
PNC044bf739-8c67-4794-ab44-d31656866,Fuel,7,Sigma HealthCare,0,5000,100,18
PNCc0fcae15-650c-4ed0-b313-1d299e770,Groceries,7,Sigma HealthCare,0,5000,100,18
PNC034cd527-4b11-4607-83cf-b34470577,Groceries,7,Sigma HealthCare,0,5000,100,18
PNC18dbb9fe-5529-482e-ab08-5c33d3cfc,Health care,6,Figma Preventive Care,0,10000,450,0
PNCfed155e7-d3e5-45b9-af04-46d3f9777,Health care,6,Figma Preventive Care,0,10000,450,0
PNC94972666-fa0a-4bb6-a821-7e1ea05c2,Health care,5,Family Care Insurance,0,50000,2400,21
PNCb056a269-9671-404e-8eea-6a4a4299f,Health care,4,Criti Care Insurance,0,30000,600,18
PNC67ac4eba-e469-40d5-9cb5-6d2b59060,Travel,2,Travel Plus Plan,8,5000,259,150
PNC0b7ac57d-e40f-4fa6-b435-ce2dca700,Health care,5,Family Care Insurance,0,50000,2400,21
PNCd335ff99-ef91-40af-bbd3-c3656f2dc,Health care,5,Family Care Insurance,0,50000,2400,21
PNC3a241098-20a1-4736-a3c2-f39fb3831,Health care,4,Criti Care Insurance,0,30000,600,18
PNC7005c59b-a03b-445f-8e00-417d29ee4,Health care,5,Family Care Insurance,0,50000,2400,21
PNC7a015d67-0a08-4fcf-9266-a807a68c2,Health care,5,Family Care Insurance,0,50000,2400,21
PNC88430663-7b3b-4b3f-8285-128433f10,Health care,6,Figma Preventive Care,0,10000,450,0
PNC63a997ae-fbd0-48ff-b59b-63ca07f96,Fuel,7,Sigma HealthCare,0,5000,100,18
PNCcb9ae34d-a9cb-499d-8534-b27eaccb3,Fuel,7,Sigma HealthCare,0,5000,100,18
PNC12fbed5f-31d8-4128-9c1e-cd5fa389f,Fuel,7,Sigma HealthCare,0,5000,100,18
PNC2f6e1b0f-0c97-44b1-8a4a-3ab524a5b,Fuel,7,Sigma HealthCare,0,5000,100,18
PNC3eb6e8a0-7450-4e3a-8fe5-300361b03,Health care,4,Criti Care Insurance,0,30000,600,18
PNC1fa60c54-ebec-4ce0-945a-0ee933238,Health care,5,Family Care Insurance,0,50000,2400,21
PNC154130b2-6265-492a-bb05-79340ef38,Health care,5,Family Care Insurance,0,50000,2400,21
PNC97b98bf3-68d0-4610-934f-d446d633c,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNC6ec61be2-99e4-4e65-912f-b69920bd5,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
PNCf8c675bf-59a9-484d-bf2f-63e429c68,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNC57df9bd5-4f89-4c1e-a325-8230d7469,Health care,5,Family Care Insurance,0,50000,2400,21
PNC6d578371-c969-469a-a670-4eb5910fe,Health care,4,Criti Care Insurance,0,30000,600,18
PNCe8541a07-d671-4c30-8f0b-27f7b90d1,Health care,6,Figma Preventive Care,0,10000,450,0
PNC779b41a7-18b9-4a1a-a6fc-d88e5f842,Health care,5,Family Care Insurance,0,50000,2400,21
PNCd8a99e8d-9adc-4e15-8b8b-ade8134bd,Health care,6,Figma Preventive Care,0,10000,450,0
PNC99b2ba67-88a3-4324-8804-ab33c0d8a,Groceries,7,Sigma HealthCare,0,5000,100,18
PNC48c7a32f-3f3e-49e6-9b67-735c271a9,Health care,5,Family Care Insurance,0,50000,2400,21
PNCebe89926-9b60-4a18-8ecf-af07ef679,Health care,4,Criti Care Insurance,0,30000,600,18
PNC759d2a60-5dd4-4b12-b038-7606ca3e7,Fuel,7,Sigma HealthCare,0,5000,100,18
PNCb41fe5ab-8c86-4994-931c-9e47fff91,Health care,4,Criti Care Insurance,0,30000,600,18
PNCa3c4d7c8-2225-4271-99dd-4ebde8495,Health care,4,Criti Care Insurance,0,30000,600,18
PNC1e487d14-19d9-4646-8b96-954d789fb,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNCea27896d-5205-4c67-9251-b85e67c4c,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNCe61e841d-92c0-4f95-892b-530e183f4,Health care,4,Criti Care Insurance,0,30000,600,18
PNC96baa52e-e578-4948-9e4f-c5d7194dc,Dinning,7,Sigma HealthCare,0,5000,100,18
PNC25ce57f1-6e5c-4f9a-9718-b96e4b783,Dinning,7,Sigma HealthCare,0,5000,100,18
PNCc8a92e2a-f8a9-4167-899d-8910b2228,Health care,4,Criti Care Insurance,0,30000,600,18
PNC89b707ff-ee79-46b2-8198-4f63fba32,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
PNCa7825d27-0cf5-48ec-af78-26c74ebf3,Groceries,7,Sigma HealthCare,0,5000,100,18
PNC49ad8e29-6473-4616-b68a-3d51386dc,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNC6d023535-dcab-4023-8fdd-64a927781,Cash Transactions,7,Sigma HealthCare,0,5000,100,18
PNC719c596c-2fe9-4e5d-8dec-520b22722,Groceries,7,Sigma HealthCare,0,5000,100,18
PNCcf5fff48-70b6-4ce2-97c4-0db1a6c5a,Health care,6,Figma Preventive Care,0,10000,450,0
PNC91e8504b-89eb-45e9-b4a3-58967e74c,Health care,5,Family Care Insurance,0,50000,2400,21
PNCfe057406-4c2c-48c6-b968-426f1c4f8,Fuel,7,Sigma HealthCare,0,5000,100,18
PNC12df6568-0406-40e2-b3c2-6bbc4df6f,Health care,4,Criti Care Insurance,0,30000,600,18
PNCe5c9e44d-0de9-408f-abc2-a331a14bd,Groceries,7,Sigma HealthCare,0,5000,100,18
PNCc11f863a-3e6e-4e4f-8771-6c6d73c8f,Health care,4,Criti Care Insurance,0,30000,600,18
PNCec9f2eec-278a-486a-a8fc-8a331b9cb,Health care,4,Criti Care Insurance,0,30000,600,18
PNC373071b0-2a8c-476b-9412-1cc5eed79,Health care,6,Figma Preventive Care,0,10000,450,0
PNCbd27cff5-e439-4748-babd-d380299b8,Health care,4,Criti Care Insurance,0,30000,600,18
PNC810295bc-0b1f-4c3a-84c4-246c1aca1,Health care,4,Criti Care Insurance,0,30000,600,18
PNCefc7c24a-2a01-4ccd-ad73-c18782ff0,Health care,6,Figma Preventive Care,0,10000,450,0
PNC37b9400b-b674-4490-a91c-d880c4f93,Bills and Utilities,7,Sigma HealthCare,0,5000,100,18
PNC067196f0-de4b-4125-9968-74e5f44e0,Health care,6,Figma Preventive Care,0,10000,450,0
PNC35b12534-2c46-49f7-97b4-734ef13aa,Health care,4,Criti Care Insurance,0,30000,600,18
PNCa35a48cc-1ec3-4331-a49c-1a72cd1db,Health care,6,Figma Preventive Care,0,10000,450,0
